Year,Month,Vehicle Type,Time Period (AM/PM),Area Type,Functional Classification,Speed
2022,Aug,Passenger,PM,Urban,3,25.8
2022,Aug,Passenger,PM,Urban,4,23.9
2022,Aug,Passenger,PM,Urban,5,20.2
2022,Aug,Passenger,PM,Urban,6,23.5
2022,Aug,Passenger,PM,Urban,7,19.7
2022,Aug,Passenger,PM,Rural,1,72.7
2022,Aug,Passenger,PM,Rural,2,65.8
2022,Aug,Passenger,PM,Rural,3,54
2022,Aug,Passenger,PM,Rural,4,46.9
2022,Aug,Passenger,PM,Rural,5,46.1
2022,Aug,Passenger,PM,Rural,6,36.1
2022,Aug,Passenger,PM,Rural,7,31.4
2022,Sep,Passenger,AM,Urban,1,58
2022,Sep,Passenger,AM,Urban,2,52
2022,Sep,Passenger,AM,Urban,3,27.8
2022,Sep,Passenger,AM,Urban,4,25.9
2022,Sep,Passenger,AM,Urban,5,21.5
2022,Sep,Passenger,AM,Urban,6,25.6
2022,Sep,Passenger,AM,Urban,7,21.4
2022,Sep,Passenger,AM,Rural,1,73.6
2022,Sep,Passenger,AM,Rural,2,66.6
2022,Sep,Passenger,AM,Rural,3,53.9
2022,Sep,Passenger,AM,Rural,4,47.6
2022,Sep,Passenger,AM,Rural,5,47.4
2022,Sep,Passenger,AM,Rural,6,33.8
2022,Sep,Passenger,AM,Rural,7,29.7
2022,Sep,Passenger,PM,Urban,1,53.9
2022,Sep,Passenger,PM,Urban,2,49.1
2022,Sep,Passenger,PM,Urban,3,25.3
2022,Sep,Passenger,PM,Urban,4,23.7
2022,Sep,Passenger,PM,Urban,5,19.9
2022,Sep,Passenger,PM,Urban,6,23
2022,Sep,Passenger,PM,Urban,7,20
2022,Sep,Passenger,PM,Rural,1,72.8
2022,Sep,Passenger,PM,Rural,2,65.9
2022,Sep,Passenger,PM,Rural,3,54.3
2022,Sep,Passenger,PM,Rural,4,47.3
2022,Sep,Passenger,PM,Rural,5,45.7
2022,Sep,Passenger,PM,Rural,6,33.7
2022,Sep,Passenger,PM,Rural,7,30.3
2022,Oct,Passenger,AM,Urban,1,57.7
2022,Oct,Passenger,AM,Urban,2,52.2
2022,Oct,Passenger,AM,Urban,3,28.1
2022,Oct,Passenger,AM,Urban,4,25.9
2022,Oct,Passenger,AM,Urban,5,21.6
2022,Oct,Passenger,AM,Urban,6,25.4
2022,Oct,Passenger,AM,Urban,7,22.4
2022,Oct,Passenger,AM,Rural,1,73.4
2022,Oct,Passenger,AM,Rural,2,66.4
2022,Oct,Passenger,AM,Rural,3,54.3
2022,Oct,Passenger,AM,Rural,4,47.8
2022,Oct,Passenger,AM,Rural,5,47.7
2022,Oct,Passenger,AM,Rural,6,32.1
2022,Oct,Passenger,AM,Rural,7,33.7
2022,Oct,Passenger,PM,Urban,1,53.9
2022,Oct,Passenger,PM,Urban,2,49.1
2022,Oct,Passenger,PM,Urban,3,25.2
2022,Oct,Passenger,PM,Urban,4,23.4
2022,Oct,Passenger,PM,Urban,5,19.7
2022,Oct,Passenger,PM,Urban,6,23.2
2022,Oct,Passenger,PM,Urban,7,19
2022,Oct,Passenger,PM,Rural,1,73.2
2022,Oct,Passenger,PM,Rural,2,66.4
2022,Oct,Passenger,PM,Rural,3,54.5
2022,Oct,Passenger,PM,Rural,4,47.5
2022,Oct,Passenger,PM,Rural,5,45.7
2022,Oct,Passenger,PM,Rural,6,27.4
2022,Oct,Passenger,PM,Rural,7,27.8
2022,Nov,Passenger,AM,Urban,1,59
2022,Nov,Passenger,AM,Urban,2,52.8
2022,Nov,Passenger,AM,Urban,3,26.4
2022,Nov,Passenger,AM,Urban,4,24.8
2022,Nov,Passenger,AM,Urban,5,20.7
2022,Nov,Passenger,AM,Urban,6,26.3
2022,Nov,Passenger,AM,Urban,7,21.9
2022,Nov,Passenger,AM,Rural,1,73.3
2022,Nov,Passenger,AM,Rural,2,66
2022,Nov,Passenger,AM,Rural,3,52.3
2022,Nov,Passenger,AM,Rural,4,46.1
2022,Nov,Passenger,AM,Rural,5,47.1
2022,Nov,Passenger,AM,Rural,6,35.7
2022,Nov,Passenger,AM,Rural,7,32.9
2022,Nov,Passenger,PM,Urban,1,55
2022,Nov,Passenger,PM,Urban,2,49.3
2022,Nov,Passenger,PM,Urban,3,23.5
2022,Nov,Passenger,PM,Urban,4,22
2022,Nov,Passenger,PM,Urban,5,18.9
2022,Nov,Passenger,PM,Urban,6,21.5
2022,Nov,Passenger,PM,Urban,7,18.6
2022,Nov,Passenger,PM,Rural,1,73
2022,Nov,Passenger,PM,Rural,2,65.6
2022,Nov,Passenger,PM,Rural,3,52.5
2022,Nov,Passenger,PM,Rural,4,45.9
2022,Nov,Passenger,PM,Rural,5,45.9
2022,Nov,Passenger,PM,Rural,6,33.5
2022,Nov,Passenger,PM,Rural,7,29.1
2022,Dec,Passenger,AM,Urban,1,61.2
2022,Dec,Passenger,AM,Urban,2,54.9
2022,Dec,Passenger,AM,Urban,3,27.9
2022,Dec,Passenger,AM,Urban,4,25.8
2022,Dec,Passenger,AM,Urban,5,21.3
2022,Dec,Passenger,AM,Urban,6,26.6
2022,Dec,Passenger,AM,Urban,7,20.9
2022,Dec,Passenger,AM,Rural,1,72.4
2022,Dec,Passenger,AM,Rural,2,65.4
2022,Dec,Passenger,AM,Rural,3,52.7
2022,Dec,Passenger,AM,Rural,4,47.6
2022,Dec,Passenger,AM,Rural,5,48.9
2022,Dec,Passenger,AM,Rural,6,32
2022,Dec,Passenger,AM,Rural,7,24.3
2022,Dec,Passenger,PM,Urban,1,54.7
2022,Dec,Passenger,PM,Urban,2,49.7
2022,Dec,Passenger,PM,Urban,3,24.2
2022,Dec,Passenger,PM,Urban,4,22.5
2022,Dec,Passenger,PM,Urban,5,19
2022,Dec,Passenger,PM,Urban,6,22.8
2022,Dec,Passenger,PM,Urban,7,18.2
2022,Dec,Passenger,PM,Rural,1,72.3
2022,Dec,Passenger,PM,Rural,2,65.3
2022,Dec,Passenger,PM,Rural,3,52.7
2022,Dec,Passenger,PM,Rural,4,46.6
2022,Dec,Passenger,PM,Rural,5,45.9
2022,Dec,Passenger,PM,Rural,6,30.6
2022,Dec,Passenger,PM,Rural,7,29.2
2022,Jan,Freight,AM,Urban,1,59
2022,Jan,Freight,AM,Urban,2,54.4
2022,Jan,Freight,AM,Urban,3,29.8
2022,Jan,Freight,AM,Urban,4,27.2
2022,Jan,Freight,AM,Urban,5,22.7
2022,Jan,Freight,AM,Urban,6,24.1
2022,Jan,Freight,AM,Urban,7,23.1
2022,Jan,Freight,AM,Rural,1,65.5
2022,Jan,Freight,AM,Rural,2,61.6
2022,Jan,Freight,AM,Rural,3,52.8
2022,Jan,Freight,AM,Rural,4,47.9
2022,Jan,Freight,AM,Rural,5,44.4
2022,Jan,Freight,AM,Rural,6,45.8
2022,Jan,Freight,AM,Rural,7,26.5
2022,Jan,Freight,PM,Urban,1,57.3
2022,Jan,Freight,PM,Urban,2,52.9
2022,Jan,Freight,PM,Urban,3,27.6
2022,Jan,Freight,PM,Urban,4,25.8
2022,Jan,Freight,PM,Urban,5,23.2
2022,Jan,Freight,PM,Urban,6,22.8
2022,Jan,Freight,PM,Urban,7,21.7
2022,Jan,Freight,PM,Rural,1,66
2022,Jan,Freight,PM,Rural,2,62.6
2022,Jan,Freight,PM,Rural,3,54
2022,Jan,Freight,PM,Rural,4,48.7
2022,Jan,Freight,PM,Rural,5,45.3
2022,Jan,Freight,PM,Rural,6,40
2022,Jan,Freight,PM,Rural,7,30
2022,Feb,Freight,AM,Urban,1,56
2022,Feb,Freight,AM,Urban,2,51.7
2022,Feb,Freight,AM,Urban,3,28.7
2022,Feb,Freight,AM,Urban,4,26.3
2022,Feb,Freight,AM,Urban,5,22.5
2022,Feb,Freight,AM,Urban,6,23.5
2022,Feb,Freight,AM,Urban,7,22.7
2022,Feb,Freight,AM,Rural,1,65.2
2022,Feb,Freight,AM,Rural,2,61.5
2022,Feb,Freight,AM,Rural,3,52.5
2022,Feb,Freight,AM,Rural,4,47.2
2022,Feb,Freight,AM,Rural,5,44.7
2022,Feb,Freight,AM,Rural,6,31
2022,Feb,Freight,AM,Rural,7,32.6
2022,Feb,Freight,PM,Urban,1,53.2
2022,Feb,Freight,PM,Urban,2,49.4
2022,Feb,Freight,PM,Urban,3,26.4
2022,Feb,Freight,PM,Urban,4,24.8
2022,Feb,Freight,PM,Urban,5,21.7
2022,Feb,Freight,PM,Urban,6,23.1
2022,Feb,Freight,PM,Urban,7,20.1
2022,Feb,Freight,PM,Rural,1,65.5
2022,Feb,Freight,PM,Rural,2,62.2
2022,Feb,Freight,PM,Rural,3,53.7
2022,Feb,Freight,PM,Rural,4,48.2
2022,Feb,Freight,PM,Rural,5,46.3
2022,Feb,Freight,PM,Rural,6,33
2022,Feb,Freight,PM,Rural,7,27.5
2022,Mar,Freight,AM,Urban,1,56.5
2022,Mar,Freight,AM,Urban,2,51.8
2022,Mar,Freight,AM,Urban,3,28.8
2022,Mar,Freight,AM,Urban,4,26.7
2022,Mar,Freight,AM,Urban,5,22.4
2022,Mar,Freight,AM,Urban,6,23.4
2022,Mar,Freight,AM,Urban,7,22.9
2022,Mar,Freight,AM,Rural,1,66.1
2022,Mar,Freight,AM,Rural,2,62
2022,Mar,Freight,AM,Rural,3,53
2022,Mar,Freight,AM,Rural,4,47.3
2022,Mar,Freight,AM,Rural,5,45
2022,Mar,Freight,AM,Rural,6,35.4
2022,Mar,Freight,AM,Rural,7,29.3
2022,Mar,Freight,PM,Urban,1,53.3
2022,Mar,Freight,PM,Urban,2,49.7
2022,Mar,Freight,PM,Urban,3,26.4
2022,Mar,Freight,PM,Urban,4,24.8
2022,Mar,Freight,PM,Urban,5,22.2
2022,Mar,Freight,PM,Urban,6,24.1
2022,Mar,Freight,PM,Urban,7,20.1
2022,Mar,Freight,PM,Rural,1,65.9
2022,Mar,Freight,PM,Rural,2,62.6
2022,Mar,Freight,PM,Rural,3,53.8
2022,Mar,Freight,PM,Rural,4,47.8
2022,Mar,Freight,PM,Rural,5,45.3
2022,Mar,Freight,PM,Rural,6,40
2022,Mar,Freight,PM,Rural,7,30.4
2022,Apr,Freight,AM,Urban,1,56.8
2022,Apr,Freight,AM,Urban,2,51.9
2022,Apr,Freight,AM,Urban,3,28.7
2022,Apr,Freight,AM,Urban,4,26.2
2022,Apr,Freight,AM,Urban,5,22.6
2022,Apr,Freight,AM,Urban,6,23.1
2022,Apr,Freight,AM,Urban,7,21.3
2022,Apr,Freight,AM,Rural,1,66.2
2022,Apr,Freight,AM,Rural,2,62.3
2022,Apr,Freight,AM,Rural,3,52.6
2022,Apr,Freight,AM,Rural,4,47.5
2022,Apr,Freight,AM,Rural,5,45.8
2022,Apr,Freight,AM,Rural,6,42
2022,Apr,Freight,AM,Rural,7,29.2
2022,Apr,Freight,PM,Urban,1,52.3
2022,Apr,Freight,PM,Urban,2,48.8
2022,Apr,Freight,PM,Urban,3,26.2
2022,Apr,Freight,PM,Urban,4,24.7
2022,Apr,Freight,PM,Urban,5,22.3
2022,Apr,Freight,PM,Urban,6,24.8
2022,Apr,Freight,PM,Urban,7,20.1
2022,Apr,Freight,PM,Rural,1,65.5
2022,Apr,Freight,PM,Rural,2,62
2022,Apr,Freight,PM,Rural,3,53.3
2022,Apr,Freight,PM,Rural,4,47.7
2022,Apr,Freight,PM,Rural,5,45
2022,Apr,Freight,PM,Rural,6,35.3
2022,Apr,Freight,PM,Rural,7,33
2022,May,Freight,AM,Urban,1,56.5
2022,May,Freight,AM,Urban,2,51.8
2022,May,Freight,AM,Urban,3,28.5
2022,May,Freight,AM,Urban,4,25.9
2022,May,Freight,AM,Urban,5,22.8
2022,May,Freight,AM,Urban,6,24.7
2022,May,Freight,AM,Urban,7,21.6
2022,May,Freight,AM,Rural,1,66.4
2022,May,Freight,AM,Rural,2,62.1
2022,May,Freight,AM,Rural,3,52.7
2022,May,Freight,AM,Rural,4,47.3
2022,May,Freight,AM,Rural,5,43.9
2022,May,Freight,AM,Rural,6,48
2022,May,Freight,AM,Rural,7,29.4
2022,May,Freight,PM,Urban,1,52
2022,May,Freight,PM,Urban,2,48.6
2022,May,Freight,PM,Urban,3,26
2022,May,Freight,PM,Urban,4,24.5
2022,May,Freight,PM,Urban,5,22.1
2022,May,Freight,PM,Urban,6,23.6
2022,May,Freight,PM,Urban,7,19.8
2022,May,Freight,PM,Rural,1,65.5
2022,May,Freight,PM,Rural,2,61.7
2022,May,Freight,PM,Rural,3,52.9
2022,May,Freight,PM,Rural,4,46.9
2022,May,Freight,PM,Rural,5,42.6
2022,May,Freight,PM,Rural,6,34
2022,May,Freight,PM,Rural,7,33.9
2022,Jun,Freight,AM,Urban,1,58
2022,Jun,Freight,AM,Urban,2,53.6
2022,Jun,Freight,AM,Urban,3,30
2022,Jun,Freight,AM,Urban,4,27.3
2022,Jun,Freight,AM,Urban,5,23
2022,Jun,Freight,AM,Urban,6,26.5
2022,Jun,Freight,AM,Urban,7,21.4
2022,Jun,Freight,AM,Rural,1,66.5
2022,Jun,Freight,AM,Rural,2,62.2
2022,Jun,Freight,AM,Rural,3,53.3
2022,Jun,Freight,AM,Rural,4,48.6
2022,Jun,Freight,AM,Rural,5,45.2
2022,Jun,Freight,AM,Rural,6,38
2022,Jun,Freight,AM,Rural,7,32.5
2022,Jun,Freight,PM,Urban,1,52.3
2022,Jun,Freight,PM,Urban,2,49.3
2022,Jun,Freight,PM,Urban,3,26.8
2022,Jun,Freight,PM,Urban,4,24.9
2022,Jun,Freight,PM,Urban,5,22.5
2022,Jun,Freight,PM,Urban,6,23.5
2022,Jun,Freight,PM,Urban,7,19.3
2022,Jun,Freight,PM,Rural,1,65.4
2022,Jun,Freight,PM,Rural,2,61.8
2022,Jun,Freight,PM,Rural,3,52.8
2022,Jun,Freight,PM,Rural,4,47.4
2022,Jun,Freight,PM,Rural,5,44.2
2022,Jun,Freight,PM,Rural,6,34
2022,Jun,Freight,PM,Rural,7,35.4
2022,Jul,Freight,AM,Urban,1,59.6
2022,Jul,Freight,AM,Urban,2,54.9
2022,Jul,Freight,AM,Urban,3,30.8
2022,Jul,Freight,AM,Urban,4,27.5
2022,Jul,Freight,AM,Urban,5,23.4
2022,Jul,Freight,AM,Urban,6,25.8
2022,Jul,Freight,AM,Urban,7,22.6
2022,Jul,Freight,AM,Rural,1,66.7
2022,Jul,Freight,AM,Rural,2,62.3
2022,Jul,Freight,AM,Rural,3,53.3
2022,Jul,Freight,AM,Rural,4,48.8
2022,Jul,Freight,AM,Rural,5,44.6
2022,Jul,Freight,AM,Rural,6,28
2022,Jul,Freight,AM,Rural,7,26.6
2022,Jul,Freight,PM,Urban,1,53.1
2022,Jul,Freight,PM,Urban,2,50.2
2022,Jul,Freight,PM,Urban,3,27.1
2022,Jul,Freight,PM,Urban,4,25.3
2022,Jul,Freight,PM,Urban,5,22.8
2022,Jul,Freight,PM,Urban,6,25.4
2022,Jul,Freight,PM,Urban,7,20.7
2022,Jul,Freight,PM,Rural,1,65.5
2022,Jul,Freight,PM,Rural,2,61.8
2022,Jul,Freight,PM,Rural,3,52.8
2022,Jul,Freight,PM,Rural,4,47.3
2022,Jul,Freight,PM,Rural,5,43.4
2022,Jul,Freight,PM,Rural,6,37.7
2022,Jul,Freight,PM,Rural,7,31.8
2022,Aug,Freight,AM,Urban,1,57.5
2022,Aug,Freight,AM,Urban,2,52.8
2022,Aug,Freight,AM,Urban,3,29
2022,Aug,Freight,AM,Urban,4,26.6
2022,Aug,Freight,AM,Urban,5,23.3
2022,Aug,Freight,AM,Urban,6,23.8
2022,Aug,Freight,AM,Urban,7,22.7
2022,Aug,Freight,AM,Rural,1,66.6
2022,Aug,Freight,AM,Rural,2,61.8
2022,Aug,Freight,AM,Rural,3,52.5
2022,Aug,Freight,AM,Rural,4,47.1
2022,Aug,Freight,AM,Rural,5,43.3
2022,Aug,Freight,AM,Rural,6,42.2
2022,Aug,Freight,AM,Rural,7,29.6
2022,Aug,Freight,PM,Urban,1,52.5
2022,Aug,Freight,PM,Urban,2,49.2
2022,Aug,Freight,PM,Urban,3,26.5
2022,Aug,Freight,PM,Urban,4,24.7
2022,Aug,Freight,PM,Urban,5,22.4
2022,Aug,Freight,PM,Urban,6,22.4
2022,Aug,Freight,PM,Urban,7,19.3
2022,Aug,Freight,PM,Rural,1,65.6
2022,Aug,Freight,PM,Rural,2,61.8
2022,Aug,Freight,PM,Rural,3,52.6
2022,Aug,Freight,PM,Rural,4,47
2022,Aug,Freight,PM,Rural,5,44.1
2022,Aug,Freight,PM,Rural,6,23.1
2022,Aug,Freight,PM,Rural,7,32.5
2022,Sep,Freight,AM,Urban,1,54.9
2022,Sep,Freight,AM,Urban,2,50.1
2022,Sep,Freight,AM,Urban,3,27.5
2022,Sep,Freight,AM,Urban,4,25.1
2022,Sep,Freight,AM,Urban,5,22.1
2022,Sep,Freight,AM,Urban,6,23.7
2022,Sep,Freight,AM,Urban,7,22.2
2022,Sep,Freight,AM,Rural,1,66.5
2022,Sep,Freight,AM,Rural,2,61.9
2022,Sep,Freight,AM,Rural,3,51.9
2022,Sep,Freight,AM,Rural,4,45.8
2022,Sep,Freight,AM,Rural,5,45
2022,Sep,Freight,AM,Rural,6,25
2022,Sep,Freight,AM,Rural,7,31.6
2022,Sep,Freight,PM,Urban,1,51.5
2022,Sep,Freight,PM,Urban,2,48
2022,Sep,Freight,PM,Urban,3,25.6
2022,Sep,Freight,PM,Urban,4,24.1
2022,Sep,Freight,PM,Urban,5,21.9
2022,Sep,Freight,PM,Urban,6,22.7
2022,Sep,Freight,PM,Urban,7,19.9
2022,Sep,Freight,PM,Rural,1,65.6
2022,Sep,Freight,PM,Rural,2,61.9
2022,Sep,Freight,PM,Rural,3,52.6
2022,Sep,Freight,PM,Rural,4,46.7
2022,Sep,Freight,PM,Rural,5,42.7
2022,Sep,Freight,PM,Rural,6,24
2022,Sep,Freight,PM,Rural,7,27
2022,Oct,Freight,AM,Urban,1,54.7
2022,Oct,Freight,AM,Urban,2,50.4
2022,Oct,Freight,AM,Urban,3,27.8
2022,Oct,Freight,AM,Urban,4,25.6
2022,Oct,Freight,AM,Urban,5,22.1
2022,Oct,Freight,AM,Urban,6,23.6
2022,Oct,Freight,AM,Urban,7,22.1
2022,Oct,Freight,AM,Rural,1,66.3
2022,Oct,Freight,AM,Rural,2,61.8
2022,Oct,Freight,AM,Rural,3,51.9
2022,Oct,Freight,AM,Rural,4,46.8
2022,Oct,Freight,AM,Rural,5,43.5
2022,Oct,Freight,AM,Rural,6,41
2022,Oct,Freight,AM,Rural,7,30.2
2022,Oct,Freight,PM,Urban,1,51.6
2022,Oct,Freight,PM,Urban,2,48.2
2022,Oct,Freight,PM,Urban,3,25.6
2022,Oct,Freight,PM,Urban,4,24.1
2022,Oct,Freight,PM,Urban,5,22.1
2022,Oct,Freight,PM,Urban,6,23.6
2022,Oct,Freight,PM,Urban,7,19.2
2022,Oct,Freight,PM,Rural,1,65.8
2022,Oct,Freight,PM,Rural,2,62.1
2022,Oct,Freight,PM,Rural,3,52.7
2022,Oct,Freight,PM,Rural,4,46.7
2022,Oct,Freight,PM,Rural,5,43.7
2022,Oct,Freight,PM,Rural,6,32
2022,Oct,Freight,PM,Rural,7,34.6
2022,Nov,Freight,AM,Urban,1,55.8
2022,Nov,Freight,AM,Urban,2,51.2
2022,Nov,Freight,AM,Urban,3,27.6
2022,Nov,Freight,AM,Urban,4,25.2
2022,Nov,Freight,AM,Urban,5,22.4
2022,Nov,Freight,AM,Urban,6,24.6
2022,Nov,Freight,AM,Urban,7,21.7
2022,Nov,Freight,AM,Rural,1,65.9
2022,Nov,Freight,AM,Rural,2,61.6
2022,Nov,Freight,AM,Rural,3,50.8
2022,Nov,Freight,AM,Rural,4,46.3
2022,Nov,Freight,AM,Rural,5,42.3
2022,Nov,Freight,AM,Rural,6,53
2022,Nov,Freight,AM,Rural,7,28.4
2022,Nov,Freight,PM,Urban,1,52.4
2022,Nov,Freight,PM,Urban,2,48.5
2022,Nov,Freight,PM,Urban,3,25.3
2022,Nov,Freight,PM,Urban,4,23.6
2022,Nov,Freight,PM,Urban,5,22
2022,Nov,Freight,PM,Urban,6,22.9
2022,Nov,Freight,PM,Urban,7,19.2
2022,Nov,Freight,PM,Rural,1,65.6
2022,Nov,Freight,PM,Rural,2,61.5
2022,Nov,Freight,PM,Rural,3,51.7
2022,Nov,Freight,PM,Rural,4,46.4
2022,Nov,Freight,PM,Rural,5,43.9
2022,Nov,Freight,PM,Rural,6,34
2022,Nov,Freight,PM,Rural,7,29.7
2022,Dec,Freight,AM,Urban,1,57.8
2022,Dec,Freight,AM,Urban,2,53.3
2022,Dec,Freight,AM,Urban,3,28.8
2022,Dec,Freight,AM,Urban,4,25.9
2022,Dec,Freight,AM,Urban,5,23
2022,Dec,Freight,AM,Urban,6,25
2022,Dec,Freight,AM,Urban,7,21.5
2022,Dec,Freight,AM,Rural,1,65.3
2022,Dec,Freight,AM,Rural,2,61.4
2022,Dec,Freight,AM,Rural,3,51.3
2022,Dec,Freight,AM,Rural,4,46.8
2022,Dec,Freight,AM,Rural,5,44.9
2022,Dec,Freight,AM,Rural,6,43.2
2022,Dec,Freight,AM,Rural,7,24.1
2022,Dec,Freight,PM,Urban,1,52.3
2022,Dec,Freight,PM,Urban,2,48.7
2022,Dec,Freight,PM,Urban,3,25.4
2022,Dec,Freight,PM,Urban,4,23.8
2022,Dec,Freight,PM,Urban,5,21.5
2022,Dec,Freight,PM,Urban,6,23.3
2022,Dec,Freight,PM,Urban,7,19.9
2022,Dec,Freight,PM,Rural,1,65.1
2022,Dec,Freight,PM,Rural,2,61.6
2022,Dec,Freight,PM,Rural,3,51.9
2022,Dec,Freight,PM,Rural,4,46.7
2022,Dec,Freight,PM,Rural,5,43.4
2022,Dec,Freight,PM,Rural,6,38.7
2022,Dec,Freight,PM,Rural,7,24.4
